order_id,customer_id_x,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,feedback_id,customer_id_y,rating,feedback_text,feedback_category,sentiment,feedback_date
4455336265,43431724,2023-08-30 19:37:06,2023-08-30 19:47:06,2023-08-30 19:45:06,On Time,2362.33,UPI,64046,3784,1837573,43431724,2,Taste was not as expected.,Delivery,Negative,2023-08-30
3539286337,77559557,2023-04-25 20:32:24,2023-04-25 20:44:24,2023-04-25 20:39:24,On Time,1463.8,Wallet,94899,2463,258023,77559557,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-04-25
9171116867,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,Slightly Delayed,822.63,Card,73907,6899,3081099,87107263,4,The product met my expectations.,Customer Service,Neutral,2023-10-22
5504941865,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,2287.68,Wallet,56077,9809,3158837,76512976,5,Highly recommended!,App Experience,Positive,2024-01-28
5868326481,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,1962.35,Wallet,94140,3106,9465932,37556526,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-03-15
2137046916,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,3373.96,UPI,12377,1007,8111644,12059049,4,"Overall good experience, thank you!",Customer Service,Positive,2024-02-03
8195544338,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,845.71,Wallet,102,3809,121425,26199489,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-26
2889700050,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,2706.54,Wallet,45032,78,8267419,84848018,4,"Average experience, could improve.",Delivery,Neutral,2024-04-30
65827885,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.98,Cash,1108,3817,7168244,47577193,1,Product was damaged during delivery.,Delivery,Negative,2023-07-27
4656471694,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,1525.5,Cash,62782,5739,2482108,60728956,3,Not worth the price I paid.,Customer Service,Negative,2023-12-09
6625178717,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,5718.09,Card,74906,2130,3769939,62068277,2,Items were missing from my order.,Product Quality,Negative,2023-07-01
7169557514,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,2970.9,Card,79516,9535,9592296,84824280,2,Customer service was not helpful.,Product Quality,Negative,2023-03-21
2268306684,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,1592958,66742602,5,"Overall good experience, thank you!",Delivery,Positive,2024-05-28
6905293278,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,2088819,97259564,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-16
1769493463,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,3567003,3292927,2,I had a bad experience.,App Experience,Negative,2024-06-26
5003387344,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,2903160,26592009,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-06-23
2064484752,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,7511717,89995124,3,The product met my expectations.,Customer Service,Neutral,2024-05-07
964822979,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,1055307,88520326,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-07-13
6037899648,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,1477592,22738465,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-27
9347571484,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,7898352,29562072,3,I had a bad experience.,Product Quality,Negative,2024-11-02
3286177534,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,8804364,10225164,3,The product met my expectations.,Delivery,Neutral,2023-06-25
9073572548,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,1208337,97111069,4,The product met my expectations.,Customer Service,Neutral,2023-05-02
8395583761,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,4382390,1989720,4,Great prices and fast delivery!,App Experience,Positive,2024-08-04
6355378227,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,4858018,67092149,4,"Overall good experience, thank you!",Customer Service,Positive,2023-08-11
277376321,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,2400571,89784343,4,Great prices and fast delivery!,App Experience,Positive,2024-07-28
8559748526,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,3093140,45868300,4,"Average experience, could improve.",App Experience,Neutral,2023-04-05
1458051433,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,9407783,50760752,4,The product met my expectations.,App Experience,Neutral,2024-04-26
5838302640,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,1180902,96795047,4,"It was okay, nothing special.",App Experience,Neutral,2023-05-12
1380971977,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,6888502,16561710,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-06-02
1221099013,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,8679241,35156679,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-23
6771166303,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,7512781,87718744,3,The order was incorrect.,Product Quality,Negative,2023-07-24
7111337755,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,5356601,10524732,4,"Average experience, could improve.",Customer Service,Neutral,2023-05-06
5562922993,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,9043273,62416456,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-06
5630957897,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,3470106,69925688,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-06-18
1787380558,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,5957700,5140660,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-08
32613017,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,8956798,82594354,5,"Excellent quality, will buy again!",Delivery,Positive,2023-03-17
2039041670,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,4843776,88324928,4,"Average experience, could improve.",Product Quality,Neutral,2024-11-01
210693801,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,8241448,71235336,3,Product was damaged during delivery.,Customer Service,Negative,2024-08-21
8120002258,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,1664531,57833505,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-01-01
2177917034,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,4940244,12402437,5,Will definitely order again.,App Experience,Positive,2024-02-08
4254814926,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,7165598,59890331,3,The packaging was poor.,App Experience,Negative,2024-04-21
6074172790,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,4424806,14944819,4,Good selection of products.,Customer Service,Positive,2023-07-26
3381573131,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,2074845,67386193,1,Delivery was late and I was unhappy.,Delivery,Negative,2024-07-16
3773745777,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,417728,67701771,4,"It was okay, nothing special.",Customer Service,Neutral,2024-05-02
9251939156,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,5642561,89910157,4,"Overall good experience, thank you!",App Experience,Positive,2023-12-30
3872982303,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,261554,15484407,4,"It was okay, nothing special.",Delivery,Neutral,2024-02-03
2625987757,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,UPI,51273,4569,1822011,10769994,3,"It was okay, nothing special.",Delivery,Neutral,2023-08-01
3162249401,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,4763044,85519349,4,"Excellent quality, will buy again!",Delivery,Positive,2024-05-03
3108986741,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,5621837,49241309,3,Product was damaged during delivery.,Product Quality,Negative,2023-10-17
1851474741,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,4571579,23348269,2,The order was incorrect.,Product Quality,Negative,2023-11-01
2425099132,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,3853657,85016568,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-08-15
6706793332,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,UPI,76503,8271,7245923,6247821,2,I had a bad experience.,Delivery,Negative,2024-10-09
2149289255,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,2338813,57579640,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-11-01
1971008155,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,2222062,2457734,1,Items were missing from my order.,App Experience,Negative,2023-10-23
2087093460,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,6813661,59329145,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-07-11
2116712588,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,On Time,44.35,Wallet,34078,6552,4065309,24043135,3,"It was okay, nothing special.",Delivery,Neutral,2023-11-11
6054358790,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,3217.7,Wallet,52564,1880,3025076,59216664,3,"Average experience, could improve.",Product Quality,Neutral,2024-01-26
532660797,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,Slightly Delayed,2683.73,UPI,97547,2245,9329920,41008070,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-05-20
1491991005,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,On Time,3472.55,Wallet,85285,3036,1307363,52215833,3,Very disappointed with the quality.,Product Quality,Negative,2024-03-04
4136019599,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,On Time,1131.05,Wallet,34667,6564,1930153,74179536,4,"Excellent quality, will buy again!",App Experience,Positive,2024-03-23
2122832513,55028958,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,Significantly Delayed,2037.94,UPI,39396,5245,5614682,55028958,1,Customer service was not helpful.,Customer Service,Negative,2024-02-17
3717703595,88965399,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,On Time,1756.7,Card,8041,7309,6784407,88965399,4,"Excellent quality, will buy again!",Delivery,Positive,2023-04-24
3194733693,21866852,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,Slightly Delayed,2552.88,UPI,16623,9112,2013422,21866852,4,The product met my expectations.,Product Quality,Neutral,2023-07-05
4471162437,27971619,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,On Time,3355.65,Card,54708,9226,344048,27971619,4,"It was okay, nothing special.",App Experience,Neutral,2024-02-06
1609331948,8791577,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,On Time,3648.36,UPI,58721,2696,3089818,8791577,3,"It was okay, nothing special.",Product Quality,Neutral,2024-01-04
6920030794,70372270,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,On Time,2936.64,UPI,38745,1394,5340615,70372270,3,The packaging was poor.,Customer Service,Negative,2024-06-24
5127172657,32293017,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,Significantly Delayed,2185.5,Cash,80034,288,8229982,32293017,4,"Overall good experience, thank you!",Product Quality,Positive,2024-06-11
8607115856,15931134,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,On Time,739.34,UPI,85718,3015,2195625,15931134,4,The product met my expectations.,Customer Service,Neutral,2023-10-09
7154957395,60700850,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,On Time,2696.84,Wallet,63099,1915,4371570,60700850,3,"It was okay, nothing special.",App Experience,Neutral,2023-04-09
2070762702,34761418,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,Slightly Delayed,2457.2,Cash,64950,5593,7289033,34761418,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-10-04
3697242439,99361865,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,On Time,2179.49,Cash,67408,4528,2978291,99361865,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-10-15
3063427913,75984768,2023-09-21 02:17:46,2023-09-21 02:34:46,2023-09-21 02:37:46,On Time,4419.03,Card,24100,1492,9074696,75984768,4,"Excellent quality, will buy again!",Customer Service,Positive,2023-09-21
2060061337,29272253,2023-04-15 22:56:08,2023-04-15 23:10:08,2023-04-15 23:22:08,Slightly Delayed,3041.62,Wallet,50748,4851,4994827,29272253,1,Customer service was not helpful.,App Experience,Negative,2023-04-15
4625892678,80371626,2023-06-18 19:23:45,2023-06-18 19:35:45,2023-06-18 19:39:45,On Time,3166.49,Wallet,40337,2018,1932712,80371626,1,The packaging was poor.,Delivery,Negative,2023-06-18
6045698170,666589,2024-01-24 17:03:49,2024-01-24 17:14:49,2024-01-24 17:19:49,On Time,222.15,UPI,16848,3220,5568145,666589,5,Great prices and fast delivery!,Delivery,Positive,2024-01-24
7876289647,98858383,2024-08-07 07:55:29,2024-08-07 08:06:29,2024-08-07 08:18:29,Slightly Delayed,3218.62,UPI,28786,9606,8266029,98858383,4,The product met my expectations.,Delivery,Neutral,2024-08-07
3434084714,46836361,2024-02-02 02:54:20,2024-02-02 03:06:20,2024-02-02 03:04:20,On Time,1179.41,Cash,58201,5513,7621707,46836361,4,Highly recommended!,Product Quality,Positive,2024-02-02
9031695663,94730288,2024-01-17 01:23:06,2024-01-17 01:35:06,2024-01-17 01:41:06,Slightly Delayed,2316.01,Card,43200,5551,545267,94730288,2,The packaging was poor.,App Experience,Negative,2024-01-17
1955989715,77862447,2023-12-27 06:52:23,2023-12-27 07:06:23,2023-12-27 07:08:23,On Time,1931.35,Wallet,8135,6276,2056599,77862447,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-27
3459500455,16379942,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,On Time,2581.78,UPI,20504,6348,2265740,16379942,4,Great prices and fast delivery!,Customer Service,Positive,2023-12-18
5953376503,79169760,2024-05-25 03:53:54,2024-05-25 04:08:54,2024-05-25 04:24:54,Significantly Delayed,650.2,Wallet,34929,3686,2438008,79169760,5,Customer service was very helpful.,Customer Service,Positive,2024-05-25
121874867,94529626,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,On Time,2596.92,UPI,69733,7775,7517891,94529626,5,"Overall good experience, thank you!",Delivery,Positive,2023-03-28
2460545397,42872865,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,Slightly Delayed,474.34,Wallet,50527,7031,5506466,42872865,3,The product met my expectations.,Product Quality,Neutral,2024-10-27
9690050839,55803572,2024-01-13 02:34:24,2024-01-13 02:44:24,2024-01-13 02:49:24,On Time,2551.93,Wallet,76868,3949,9785308,55803572,4,The product met my expectations.,App Experience,Neutral,2024-01-13
2574349065,51547198,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,On Time,4476.55,Wallet,406,7690,3562195,51547198,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-04-17
2461936988,14428954,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,Significantly Delayed,4196.95,Cash,77590,9647,1736546,14428954,5,"Overall good experience, thank you!",App Experience,Positive,2023-07-20
6447596416,76987910,2023-10-08 18:18:29,2023-10-08 18:30:29,2023-10-08 18:26:29,On Time,4965.12,Card,45656,494,8067827,76987910,4,Good selection of products.,Customer Service,Positive,2023-10-08
7228452275,42262168,2023-05-13 01:06:33,2023-05-13 01:25:33,2023-05-13 01:25:33,On Time,326.42,Card,96211,9542,5597699,42262168,2,Product was damaged during delivery.,App Experience,Negative,2023-05-13
6696750742,5277675,2023-04-02 17:43:16,2023-04-02 17:54:16,2023-04-02 17:54:16,On Time,2509.56,Wallet,89976,8222,7041781,5277675,5,"Overall good experience, thank you!",App Experience,Positive,2023-04-02
822235931,44410149,2023-08-09 07:17:16,2023-08-09 07:27:16,2023-08-09 07:42:16,Slightly Delayed,4866.15,Wallet,1773,639,2333633,44410149,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-09
7678251499,17805991,2023-04-23 13:27:40,2023-04-23 13:37:40,2023-04-23 13:42:40,On Time,3141.37,Cash,60822,3427,8661092,17805991,2,Taste was not as expected.,Product Quality,Negative,2023-04-23
2497341976,9097480,2023-09-21 09:06:49,2023-09-21 09:19:49,2023-09-21 09:20:49,On Time,3414.57,Wallet,42711,788,6765334,9097480,1,Not worth the price I paid.,App Experience,Negative,2023-09-21
9107314128,79591237,2024-05-20 16:19:17,2024-05-20 16:37:17,2024-05-20 16:36:17,On Time,545.49,Wallet,21125,6660,1452437,79591237,2,I had a bad experience.,App Experience,Negative,2024-05-20
9855726256,8651281,2023-05-17 07:50:53,2023-05-17 08:05:53,2023-05-17 08:03:53,On Time,479.57,Card,59743,1416,1280305,8651281,4,"Excellent quality, will buy again!",App Experience,Positive,2023-05-17
9398719862,14991661,2024-07-19 09:22:31,2024-07-19 09:40:31,2024-07-19 09:44:31,On Time,4255.0,Card,4852,9455,2395160,14991661,1,Customer service was not helpful.,Delivery,Negative,2024-07-19
379494532,9650263,2024-07-07 13:29:33,2024-07-07 13:42:33,2024-07-07 13:44:33,On Time,3609.27,UPI,99227,2058,5664217,9650263,5,Very happy with the service!,Customer Service,Positive,2024-07-07
1048784963,58942207,2023-09-07 13:18:38,2023-09-07 13:35:38,2023-09-07 13:30:38,On Time,1159.84,Card,35552,2538,9261384,58942207,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-09-07
4386246924,69632084,2024-08-27 10:06:15,2024-08-27 10:26:15,2024-08-27 10:52:15,Significantly Delayed,2026.78,Card,56384,9593,2930893,69632084,3,Very disappointed with the quality.,Delivery,Negative,2024-08-27
2050362692,79991320,2024-10-30 11:23:04,2024-10-30 11:36:04,2024-10-30 11:39:04,On Time,2363.42,Cash,16076,2265,7046969,79991320,3,The product met my expectations.,Customer Service,Neutral,2024-10-30
4142963293,34567918,2024-11-03 03:45:46,2024-11-03 04:04:46,2024-11-03 04:07:46,On Time,3686.26,Cash,74308,9263,29533,34567918,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-11-03
9753528654,61522288,2024-07-26 07:24:16,2024-07-26 07:35:16,2024-07-26 07:33:16,On Time,109.03,Cash,63454,8771,5840376,61522288,3,The product met my expectations.,Product Quality,Neutral,2024-07-26
8126970833,14161586,2024-09-14 20:27:40,2024-09-14 20:41:40,2024-09-14 21:07:40,Significantly Delayed,4398.35,Wallet,83636,8350,1755551,14161586,4,"Average experience, could improve.",Delivery,Neutral,2024-09-14
9747814712,16359370,2023-12-16 15:38:05,2023-12-16 15:52:05,2023-12-16 15:55:05,On Time,2333.7,Wallet,33342,8165,6078718,16359370,5,"Overall good experience, thank you!",Product Quality,Positive,2023-12-16
6281619403,77921718,2023-04-09 18:56:42,2023-04-09 19:15:42,2023-04-09 19:10:42,On Time,3374.44,UPI,12086,5214,6559425,77921718,5,"Overall good experience, thank you!",Customer Service,Positive,2023-04-09
436184281,78614729,2023-11-20 12:36:18,2023-11-20 12:55:18,2023-11-20 13:22:18,Significantly Delayed,3147.92,Card,59936,2749,4075651,78614729,2,Taste was not as expected.,App Experience,Negative,2023-11-20
9799231260,22077605,2024-03-07 08:59:56,2024-03-07 09:17:56,2024-03-07 09:21:56,On Time,872.83,Wallet,58378,7812,4329893,22077605,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-07
4071811527,66023110,2023-07-26 15:38:48,2023-07-26 15:51:48,2023-07-26 16:00:48,Slightly Delayed,1872.01,Card,27993,100,6376860,66023110,4,Will definitely order again.,Customer Service,Positive,2023-07-26
5645359563,87160527,2024-08-08 23:28:23,2024-08-08 23:45:23,2024-08-08 23:40:23,On Time,2624.29,Card,45180,8474,4848501,87160527,2,Delivery was late and I was unhappy.,App Experience,Negative,2024-08-08
9411813703,62600289,2023-09-25 22:56:09,2023-09-25 23:11:09,2023-09-25 23:16:09,On Time,4433.0,Wallet,32773,5238,3953251,62600289,3,Items were missing from my order.,Delivery,Negative,2023-09-25
4270217473,54580166,2024-02-01 08:48:55,2024-02-01 09:02:55,2024-02-01 09:02:55,On Time,505.5,Cash,4904,9867,9293552,54580166,4,The product met my expectations.,Customer Service,Neutral,2024-02-01
279851011,12967305,2023-04-11 09:45:14,2023-04-11 09:58:14,2023-04-11 09:57:14,On Time,3495.33,Card,73623,6199,9483364,12967305,3,"Average experience, could improve.",Delivery,Neutral,2023-04-11
6260524887,57081917,2024-06-01 06:43:44,2024-06-01 07:00:44,2024-06-01 06:56:44,On Time,2457.11,Card,22883,3322,5154122,57081917,5,Great prices and fast delivery!,Delivery,Positive,2024-06-01
5853998391,94453274,2023-09-08 02:48:14,2023-09-08 02:58:14,2023-09-08 02:55:14,On Time,949.22,Wallet,23606,364,1883777,94453274,3,Very disappointed with the quality.,Delivery,Negative,2023-09-08
9931976872,8955057,2024-06-24 05:17:20,2024-06-24 05:32:20,2024-06-24 05:28:20,On Time,2487.83,Wallet,97297,9676,4156770,8955057,2,Delivery was late and I was unhappy.,Delivery,Negative,2024-06-24
8432209832,90346920,2024-03-20 03:24:23,2024-03-20 03:42:23,2024-03-20 03:54:23,Slightly Delayed,3835.31,Wallet,18907,9981,6999355,90346920,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-03-20
6023721507,8791577,2024-04-07 00:19:29,2024-04-07 00:36:29,2024-04-07 00:35:29,On Time,1849.03,UPI,72197,158,8680329,8791577,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-04-07
3042338919,76212152,2023-05-17 14:52:39,2023-05-17 15:05:39,2023-05-17 15:02:39,On Time,2765.06,Wallet,70995,6827,3483069,76212152,3,"It was okay, nothing special.",Delivery,Neutral,2023-05-17
233646065,16379942,2023-09-19 22:28:29,2023-09-19 22:43:29,2023-09-19 22:48:29,On Time,578.85,Wallet,56968,2400,3662619,16379942,4,"Average experience, could improve.",Delivery,Neutral,2023-09-19
